episode,timestep,reward,if_collision,collision_rate,adversarial_counts,epsilon,av_speed_avg,av_total_risk_avg,av_distance,av_running_time,av_acc_avg,av_dece_avg,av_left_avg,av_right_avg
22,53020,0,0,0.17391304347826086,18523,0.2101058470654127,27.53748097389614,0.37441469184437814,6994.237200151671,314.1,2.9987224789465627,0.0,0.06181102362204725,0.1437007874015748
23,55535,0,0,0.16666666666666666,21038,0.2198044890058034,27.803486845603157,0.42592536870370096,6992.696890805699,311.6,2.9980174358109726,0.0,0.060437375745526836,0.11292246520874752
24,58012,0,0,0.16,23515,0.2293793163723209,28.23857422722288,0.31526251547980916,6994.809188037329,307.8,2.998788857488898,-1.4038263055549254,0.056519983851433184,0.14977795720629794
25,59130,0,1,0.19230769230769232,24633,0.18832477986172103,25.357825421127348,0.7550363612097996,2834.6797005375875,171.9,2.997319034852547,0.0,0.059033989266547404,0.16636851520572452
26,61707,618.559,0,0.18518518518518517,24633,0.1963165698323257,27.138839125820336,0.5756340612447978,6993.143157741231,317.8,2.9988358556461003,-0.8059838929244927,0.07993791230112533,0.07178890182382615
27,62255,-350.7174,1,0.17857142857142858,24633,0.20422654021323172,22.00090276471186,0.5343075297088041,1204.1837838811289,114.9,2.9945355191256833,0.0,0.11131386861313869,0.11313868613138686
28,64342,0,1,0.20689655172413793,26720,0.17345773818606225,28.372953736395377,0.6817808994603212,5920.324312476841,268.8,2.9985632183908044,0.0,0.09056061332055582,0.12889314805941543
29,66770,369.876,0,0.2,26720,0.18025029154247252,28.80235105969914,0.5200464938132072,6993.131895711569,302.9,2.9987644151565074,-0.23485891241978374,0.06836902800658978,0.09637561779242175
30,69032,-266.149,0,0.1935483870967742,26720,0.18698479862377826,30.913300547909987,0.6222837514825929,6992.51340102464,286.3,2.99818083541155,0.0,0.05968169761273209,0.09637488947833775
31,71429,271.7435,0,0.1875,26720,0.19366177410313234,29.175872400448675,0.4857800196195677,6993.7256747268,299.8,2.9987484355444307,-1.730949534214874,0.06508135168961202,0.11556111806424697
32,73886,100.9513,0,0.18181818181818182,26720,0.20028172792805454,28.46260202374811,0.5190717192468653,6992.785531195261,305.8,2.998812568193958,0.0,0.08058608058608059,0.1444851444851445
33,76469,0,0,0.17647058823529413,29303,0.20684516536528574,27.06857162932902,0.5465204591472065,6991.530342975229,318.4,2.9988385598141694,-0.633855534357163,0.14905149051490515,0.1343399148277197
34,78987,0,0,0.17142857142857143,31821,0.21335258704520377,27.774002756847842,0.40183381986079736,6993.348000530801,311.9,2.9988085782366958,-0.4114135455262182,0.1528991262907069,0.1791104050833995
35,81508,0,0,0.16666666666666666,34342,0.2198044890058034,27.736963137727454,0.42449001762956423,6992.3933779165,312.2,2.9977529646562884,0.0,0.1725505751685839,0.12614042046806823
36,84054,0,0,0.16216216216216217,36888,0.22620136273624603,27.468026343749738,0.39344266768068575,6993.427897104566,314.7,2.9984491739341084,0.0,0.13864886095836607,0.1331500392772977
37,86785,0,0,0.15789473684210525,39619,0.2325436952199832,25.602789836629118,0.298590911117428,6992.191809768181,333.2,2.9988192860612615,0.0,0.12852435005492494,0.2131087513731234
38,89327,0,0,0.15384615384615385,42161,0.23883196897745795,27.51419878255937,0.3943514973376018,6994.008661427988,314.3,2.9988198269079467,-0.419669885977179,0.1109362706530291,0.2045633359559402
39,91810,0,0,0.15,44644,0.2450666621083888,28.168296054096174,0.5037001151422893,6994.252757837032,308.4,2.9984743583085964,0.0,0.12041884816753927,0.15223519935561822
40,92318,0,0,0.14634146341463414,45152,0.25124824833363946,19.53991773597663,0.26748124485774766,991.8094873086848,110.9,2.9940944881889764,-0.35382699221893543,0.08464566929133858,0.08858267716535433
41,94763,0,0,0.14285714285714285,47597,0.2573771970366805,28.606447473007112,0.4307361791179966,6994.30698008547,304.6,2.9982155178499426,0.0,0.15337423312883436,0.15501022494887526
42,97357,0,0,0.13953488372093023,50191,0.26345397330464415,26.956669905773964,0.4726838108351446,6992.603622208295,319.5,2.9988434849653047,-0.7150293343133058,0.13685427910562836,0.1468774094063223
43,99861,0,0,0.13636363636363635,52695,0.2694790379689799,27.930981244172845,0.485835122338825,6994.200584204,310.5,2.998801916932907,-1.9210507720750953,0.10223642172523961,0.16693290734824281
44,102128,0,0,0.13333333333333333,54962,0.275452847645711,30.845199112651425,0.5518780506346798,6992.39890390588,286.8,2.997536701770314,0.0,0.11160123511248346,0.09792677547419497
45,104564,0,0,0.13043478260869565,57398,0.28137585477529925,28.701231005320555,0.3023821075205962,6991.690305224287,303.7,2.998768472906404,-1.487497023619552,0.09852216748768473,0.1358784893267652
46,106941,0,0,0.1276595744680851,59775,0.2872485076621206,29.42259276838532,0.42802020305834665,6993.629223599482,297.8,2.9987379049221707,-1.3309621701988954,0.1468237273874632,0.15061001262095078
47,107286,0,1,0.14583333333333334,60120,0.25212702424566724,14.810593331923297,0.31980588086196604,510.2634478322859,94.6,2.991329479768786,0.0,0.04057971014492753,0.15942028985507245
48,109769,0,0,0.14285714285714285,62603,0.2573771970366805,28.168816273422415,0.27546134991399357,6994.634124715534,308.4,2.998791784132098,-0.13702964762858016,0.13813934756343133,0.12122432541280709
49,112142,0,0,0.14,64976,0.26258903912819076,29.47494486848751,0.6139941851077729,6994.166587551916,297.4,2.9977470002556132,0.0,0.08891698272229245,0.19426885798567214
50,114623,0,0,0.13725490196078433,67457,0.2677628409128343,28.18252230614005,0.4183457976080964,6992.38627873656,308.2,2.998812816871734,0.0,0.19185812172511085,0.1837968561064087
51,117001,0,0,0.1346153846153846,69835,0.27289889050478366,29.4002204359533,0.44512359380253197,6991.512757198148,297.9,2.998562855649513,0.0,0.10933557611438183,0.20269133725820015
52,117318,0,1,0.1509433962264151,70152,0.24351298602834193,14.568762880824517,0.25965887145190886,460.82513534958395,91.8,2.990566037735849,0.0,0.10410094637223975,0.05993690851735016
53,119747,0,0,0.14814814814814814,72581,0.24816406414658265,28.79664631389554,0.4401155551790662,6994.5525571937505,303.0,2.99876492383697,-0.3080754196863382,0.1263894606834088,0.207492795389049
54,122217,0,0,0.14545454545454545,75051,0.2527854020365311,28.30952032683555,0.4474342038778541,6992.330682446394,307.1,2.9987854251012145,-1.4528914485409017,0.16234817813765182,0.12712550607287448
55,124477,0,0,0.14285714285714285,77311,0.2573771970366805,30.93973377093238,0.5100572246147441,6992.496655881188,286.1,2.9976953409173657,0.0,0.08761061946902655,0.13672566371681416
56,126716,0,0,0.14035087719298245,79550,0.26193964512937273,31.235659568851588,0.5858670279361727,6993.608309650459,284.0,2.9986601161232693,-1.5073833212750838,0.1223760607414024,0.12639571237159447
57,129041,0,0,0.13793103448275862,81875,0.26647294095043417,30.078691710607966,0.4885472104113716,6993.476447601333,292.6,2.998738394915873,0.0,0.09978494623655915,0.13118279569892474
58,129385,0,1,0.15254237288135594,82219,0.24091612994072786,14.781805419394168,0.3375448126140535,507.82286001763055,94.5,2.991304347826087,0.0,0.0377906976744186,0.18604651162790697
59,131900,0,0,0.15,84734,0.2450666621083888,27.806955590346277,0.47931473050133877,6993.170065083636,311.6,2.998146944374972,0.0,0.21908548707753478,0.14990059642147116
60,134445,0,0,0.14754098360655737,87279,0.2491935912961042,27.477061842425776,0.4639716054015998,6992.404222648973,314.6,2.998821218074656,-0.14020819233203063,0.15363457760314342,0.12848722986247543
61,136925,0,0,0.14516129032258066,89759,0.2532970567929562,28.205801275903486,0.5810268137197897,6994.779492148622,308.1,2.9987903225806454,-0.05087626388745936,0.19919354838709677,0.12580645161290321
62,137726,0,0,0.14285714285714285,90560,0.2573771970366805,24.870581706519037,0.36649910298114274,1991.835780722954,140.2,2.9948790734670965,0.0,0.046192259675405745,0.20599250936329588
63,140140,0,0,0.140625,92974,0.261434149619046,28.966286200696455,0.25997299302388255,6992.717486567619,301.5,2.9987572493786248,-0.6207510543867594,0.1056338028169014,0.17315658657829328
64,142519,0,0,0.13846153846153847,95353,0.26546805129120044,29.390651760160083,0.5475213113662674,6992.311840668042,298.0,2.998738965952081,-1.8252696079568824,0.19461958806221102,0.19630096679277007
65,145012,0,0,0.13636363636363635,97846,0.2694790379689799,28.052537701319743,0.4121438232220179,6993.28994312308,309.4,2.9987966305655838,-1.1208816527922667,0.19655034095467308,0.28038507821901326
66,147426,0,0,0.13432835820895522,100260,0.2734672447381844,28.975338351251033,0.4193123597744248,6994.444319213682,301.5,2.9987572493786248,-1.688391212354353,0.22659486329743164,0.14581607290803644
67,149897,0,0,0.1323529411764706,102731,0.27743280585981867,28.29927267942631,0.4791440010636202,6992.607874290266,307.2,2.9987859166329423,-0.9918458016485896,0.1537838931606637,0.13638203156616754
68,152347,0,0,0.13043478260869565,105181,0.28137585477529925,28.543075691804127,0.4256353789918427,6993.002127737158,305.1,2.998775510204082,-0.29466143421783464,0.13142857142857142,0.18612244897959185
69,152614,0,1,0.14285714285714285,105448,0.2573771970366805,16.301664703257835,0.41693229569484375,433.9744256161417,86.8,2.9888059701492535,0.0,0.15730337078651685,0.10112359550561797
70,154986,0,0,0.14084507042253522,107820,0.2610294939015987,29.47686539647194,0.4744281446656236,6992.273141985997,297.3,2.998735244519393,-1.3062465564137589,0.23861720067453626,0.17959527824620575
71,157415,0,0,0.1388888888888889,110249,0.2646631084936405,28.79463315075325,0.33714179308606085,6994.394458899054,303.0,2.997680218756901,0.0,0.43598188554960887,0.14203375874845617
72,159684,0,0,0.136986301369863,112518,0.26827813998645433,30.82185155041444,0.46757290960304393,6993.867194933109,287.0,2.9983334205364005,0.0,0.1392684001762891,0.10092551784927281
73,162045,0,0,0.13513513513513514,114879,0.27187468700841266,29.62183917786111,0.2714387482192362,6993.946703405454,296.2,2.9987293519695046,-0.7602309277464419,0.07750952986022872,0.12960609911054638
74,164367,0,0,0.13333333333333333,117201,0.275452847645711,30.116921701579074,0.48825968838262945,6993.63901425947,292.3,2.998708010335917,-1.2902971490747657,0.2062876830318691,0.1124031007751938
75,165502,0,1,0.14473684210526316,118336,0.25404063136696575,32.688128385361054,0.8129431590593509,3709.2110434930746,173.6,2.9973591549295775,0.0,0.04581497797356828,0.173568281938326
76,166015,0,1,0.15584415584415584,118849,0.23569455945515294,18.187956739570264,0.5167985328099557,932.7392201164473,111.4,2.9941634241245136,0.0,0.05263157894736842,0.24951267056530213
77,168589,0,0,0.15384615384615385,121423,0.23883196897745795,27.167614258509552,0.40742667060769094,6993.07642447758,317.5,2.9988157069686094,0.0,0.2564102564102564,0.11771561771561771
78,171019,0,0,0.1518987341772152,123853,0.24195598341154578,28.78176991451476,0.335770683176161,6993.802522263899,303.1,2.9987654320987653,-0.06432817152707293,0.23251028806584362,0.1382716049382716
79,173488,0,0,0.15,126322,0.2450666621083888,28.329153565252923,0.35496924264898827,6994.580862352361,307.0,2.9987849331713243,-1.5259247144547123,0.19603078169299312,0.17780477926285945
80,176004,0,0,0.14814814814814814,128838,0.24816406414658265,27.801142798853835,0.4902800733387604,6994.271723460206,311.7,2.9988076311605725,-0.6597917197688108,0.24403815580286167,0.08386327503974562
81,176451,0,1,0.15853658536585366,129285,0.23157148240446113,20.549447369589725,0.451436900329872,918.4596719072638,104.8,2.9933035714285716,0.0,0.053691275167785234,0.19015659955257272
82,178630,0,0,0.1566265060240964,131464,0.2344842841348186,32.098649163566755,0.5860945115490217,6994.668844737289,278.0,2.9983542828817735,0.0,0.14731528223955942,0.16888480954566315
83,179372,0,0,0.15476190476190477,132206,0.23738560189485058,26.833533358333433,0.49228107972164115,1990.6367224230953,134.3,2.9945199042912467,0.0,0.04716981132075472,0.14150943396226415
84,181960,0,0,0.15294117647058825,134794,0.24027548267231558,27.022938524754892,0.5017818863570723,6993.081030566562,318.9,2.998591185452761,0.0,0.07650695517774343,0.16924265842349304
85,184279,0,0,0.1511627906976744,137113,0.2431539732558401,30.16291057466587,0.5139511854564843,6994.516870451511,292.0,2.9986312872363854,0.0,0.14661492022423459,0.16257007330746012
86,186700,0,0,0.14942528735632185,139534,0.2460211202357916,28.884619013976902,0.3428374677349405,6993.370489097895,302.2,2.998760842627014,-1.09568076169424,0.1090458488228005,0.19083023543990088
87,189104,0,0,0.14772727272727273,141938,0.24887697000514697,29.097033784875016,0.45703108604289394,6994.782162606161,300.5,2.9987520798668883,-0.1657628516560179,0.18427620632279534,0.13810316139767054
88,191283,0,0,0.14606741573033707,144117,0.25172156876035756,32.09738879331259,0.5391411019094561,6994.268088520255,278.0,2.9984293589314666,0.0,0.08811381367599816,0.13262964662689308
89,192068,0,1,0.15555555555555556,144902,0.23614358317977868,29.333534331807268,0.448377969015494,2301.351041741888,138.6,2.99618320610687,0.0,0.062420382165605096,0.11464968152866242
90,194534,0,0,0.15384615384615385,147368,0.23883196897745795,28.35755579162716,0.4260694123024139,6993.025719784704,306.7,2.9987834549878345,-0.5668032807903602,0.15004055150040552,0.19424168694241686
91,196876,0,0,0.15217391304347827,149710,0.24151051349028008,29.863084844219742,0.49714215971296966,6994.002738022589,294.3,2.9986482758514987,0.0,0.10290350128095645,0.18274978650725876
92,199263,0,0,0.15053763440860216,152097,0.24417925410604058,29.300095412749037,0.44890805336980544,6994.386396018788,298.8,2.997686328046804,0.0,0.14872224549643903,0.22622538751571009
93,201694,0,0,0.14893617021276595,154528,0.24683822806541278,28.768243883547353,0.46154702155339106,6993.670533845256,303.2,2.9987659399424107,-1.251294387128565,0.0925545043192102,0.15878239407651173
94,204046,0,0,0.14736842105263157,156880,0.24948747246254732,29.726574054567735,0.4029670948108542,6992.055435050655,295.3,2.9978902857754646,0.0,0.17772108843537415,0.13818027210884354
95,206551,0,0,0.14583333333333334,159385,0.25212702424566724,27.92178068945286,0.35805577086519713,6994.339547841346,310.6,2.997737935718765,0.0,0.1341317365269461,0.1720558882235529
96,208987,0,0,0.14432989690721648,161821,0.2547569202176626,28.703674643366433,0.3864599981348244,6992.035949394747,303.7,2.9976927924334857,0.0,0.15886699507389163,0.1933497536945813
97,211294,0,0,0.14285714285714285,164128,0.2573771970366805,30.305292529118454,0.47827493779433644,6991.920864611984,290.8,2.998699609882965,-0.4209108972790958,0.1824880797572605,0.11833550065019506
98,212050,0,1,0.15151515151515152,164884,0.24257918411546486,28.6583945764068,0.5211290010318826,2165.006271595311,135.7,2.9960369881109643,0.0,0.051587301587301584,0.164021164021164
99,214470,0,0,0.15,167304,0.2450666621083888,28.903173865816477,0.3161667089743926,6994.605382978649,302.1,2.9987603305785124,-1.1330000725283598,0.11322314049586776,0.1652892561983471
100,216766,0,0,0.1485148514851485,169600,0.24754564304498194,30.4545698974102,0.4820264356157554,6992.283681198916,289.7,2.9986933797909407,-1.6235382865690773,0.19033101045296166,0.23736933797909407
101,219150,0,0,0.14705882352941177,171984,0.2500161570485109,29.337557140585346,0.330658986412758,6994.360082051355,298.5,2.998791485608716,0.0,0.2197986577181208,0.0759228187919463
102,221537,0,0,0.14563106796116504,174371,0.25247823413162773,29.3051005981923,0.355042487867789,6994.824503954676,298.8,2.9987431922915793,-0.11559993940070257,0.1336405529953917,0.1834939254294093
103,223932,0,0,0.14423076923076922,176766,0.25493190419679024,29.197221699874124,0.45400477192474614,6993.128592713911,299.6,2.9987473903966597,-0.3896422214337323,0.1419624217118998,0.2964509394572025
104,226294,0,0,0.14285714285714285,179128,0.2573771970366805,29.604429253816004,0.5201242476849474,6992.83612937448,296.3,2.9986778381459382,0.0,0.2502116850127011,0.14479254868755292
105,228645,0,0,0.14150943396226415,181479,0.2598141423346214,29.74515839040642,0.2631174661703382,6992.990317040965,295.2,2.998466518011052,0.0,0.06933219906422798,0.2364951084644832
106,229861,0,1,0.14953271028037382,182695,0.24584225500289425,28.77576294351636,0.6028981321694441,3498.267245333882,181.7,2.9975349219391947,0.0,0.0962171052631579,0.18092105263157895
107,230333,0,1,0.1574074074074074,183167,0.23328628866405166,19.520563468674258,0.5109315099959274,921.8028692284332,107.3,2.9936575052854124,0.0,0.06991525423728813,0.11440677966101695
108,232745,0,0,0.1559633027522936,185579,0.23550958753285478,29.000308632746624,0.5118784185383793,6994.799413390267,301.3,2.9979705081614467,0.0,0.16791044776119404,0.11691542288557213
109,233920,0,1,0.16363636363636364,186754,0.22407515558761382,27.94112128085342,0.359422404310175,3282.5621840428,177.6,2.997448979591837,0.0,0.04170212765957447,0.22638297872340427
110,234915,0,1,0.17117117117117117,187749,0.21369354066206858,32.650649093386605,0.7165816912621857,3247.74671399572,159.6,2.996987951807229,0.0,0.0371859296482412,0.18894472361809045
111,237301,0,0,0.16964285714285715,190135,0.21573603673408848,29.30634590427294,0.40276441778211935,6992.662489364742,298.7,2.9984854287560805,0.0,0.17183570829840739,0.20536462699077954
112,239489,0,1,0.17699115044247787,192323,0.206191350554906,31.20172554893792,0.4799914530628957,6825.589840915334,278.9,2.998629511192325,0.0,0.14442413162705667,0.09186471663619744
113,241778,0,0,0.17543859649122806,194612,0.2081511150227855,30.544531809369317,0.4801412244245475,6991.889200357182,289.0,2.998689384010485,-1.0016057037006554,0.1109654871122761,0.18610747051114024
114,244104,0,0,0.17391304347826086,196938,0.2101058470654127,30.06663440227881,0.44981346456040805,6993.835228721404,292.7,2.9987102321582113,-1.4651633977693335,0.16938950988822013,0.15004299226139295
115,245136,0,1,0.1810344827586207,197970,0.20122281030814892,32.6388138155239,0.7472611673502038,3367.1090277227495,163.3,2.9970958373668926,0.0,0.020348837209302327,0.08042635658914729
116,247532,0,0,0.1794871794871795,200366,0.20310152076388077,29.190532669933816,0.45733368827234977,6994.246663664415,299.7,2.9987479131886476,-1.2940045342730992,0.2637729549248748,0.1293823038397329
117,249893,0,0,0.17796610169491525,202727,0.2049756352266905,29.61926602290175,0.4262732031001166,6992.807955389157,296.2,2.9975316715091576,0.0,0.09148665819567979,0.16052520118593816
118,252199,0,0,0.17647058823529413,205033,0.20684516536528574,30.326276895148723,0.3429018900733829,6993.16246121756,290.7,2.9986990459670424,-1.3219670715062284,0.15611448395490027,0.1222896790980052
119,254633,0,0,0.175,207467,0.2087101228176883,28.730328085527958,0.40386230075284896,6992.767012326392,303.5,2.9987674609695976,-0.090770552849613,0.25184880854560393,0.1589975349219392
120,256942,0,0,0.17355371900826447,209776,0.21057051919131742,30.28218797478124,0.37579591241282545,6992.131935944153,291.0,2.9986495980752808,0.0,0.18839324382849718,0.18146383715894326
121,259045,0,0,0.1721311475409836,211879,0.21242636606307252,33.24344401750728,0.5858430736664665,6991.671001671924,270.4,2.998380628673462,0.0,0.1345696623870661,0.17118402282453637
122,261485,0,0,0.17073170731707318,214319,0.21427767497941685,28.655277210307972,0.45850542184779197,6991.64584079536,304.1,2.997630198786287,0.0,0.18729508196721312,0.1557377049180328
123,263801,0,0,0.1693548387096774,216635,0.21612445745645947,30.19343556834677,0.5585974251624088,6992.518106882873,291.7,2.9987046632124352,-1.426058148547304,0.10362694300518134,0.18221070811744386
124,266146,0,0,0.168,218980,0.21796672498003866,29.815811795624107,0.43556381694504465,6991.794720033733,294.6,2.9987206823027717,-0.39177290961550626,0.18933901918976545,0.14626865671641792
125,268642,0,0,0.16666666666666666,221476,0.2198044890058034,28.01855511791001,0.490956441427919,6993.0502854828355,309.7,2.998798076923077,-0.7332327308622184,0.17828525641025642,0.18068910256410256
126,271100,0,0,0.16535433070866143,223934,0.22163776095929566,28.451775404939937,0.44529577999588305,6993.168586791484,305.9,2.998501506204752,0.0,0.21724979658258747,0.11065907241659886
127,273404,0,0,0.1640625,226238,0.22346655223603262,30.34569068869819,0.5057870918651803,6992.156217678781,290.5,2.998351855639938,0.0,0.1540798611111111,0.12239583333333333
128,275789,0,0,0.16279069767441862,228623,0.22529087420158767,29.312214391853452,0.39344735482068977,6991.400518747021,298.6,2.9976309589799772,0.0,0.140041928721174,0.19035639412997904
129,278179,0,0,0.16153846153846155,231013,0.22711073819167193,29.25677234057331,0.42435484734824525,6992.211173372712,299.1,2.9977999002646456,0.0,0.25439330543933053,0.09581589958158995
130,280546,0,0,0.16030534351145037,233380,0.22892615551221596,29.547626860673482,0.41178391848875495,6994.414795495461,296.8,2.9987325728770595,-0.7102043339322226,0.24250105618926912,0.17870722433460076
131,282944,0,0,0.1590909090909091,235778,0.23073713743944946,29.16654655223858,0.2877271863815025,6993.972946088066,299.9,2.998748957464554,-1.4575209107485492,0.19307756463719766,0.22643869891576313
132,285209,0,0,0.15789473684210525,238043,0.2325436952199832,30.87386405057759,0.4390219335773761,6993.16239267693,286.6,2.9982345042944076,0.0,0.11699779249448124,0.17130242825607064
133,287580,0,0,0.15671641791044777,240414,0.23434584007088866,29.490771217244074,0.4286869172973567,6992.737024196067,297.2,2.9986800061046366,0.0,0.2593842260649515,0.12863770560944748
134,290076,0,0,0.15555555555555556,242910,0.23614358317977868,28.01504907959992,0.49491484492088017,6992.377825376241,309.7,2.998798076923077,-0.9099333707172303,0.12900641025641027,0.13822115384615385
135,292388,0,0,0.15441176470588236,245222,0.23793693570488728,30.245377205315926,0.5425391092044966,6992.882683368554,291.3,2.9987024221453287,-0.7946345689147147,0.18036332179930795,0.05363321799307959
136,292682,0,1,0.16058394160583941,245516,0.22851395054275314,15.201456701100762,0.12476500007163724,446.45609604675326,89.5,2.989830508474576,0.0,0.034013605442176874,0.08843537414965986
137,293151,0,0,0.15942028985507245,245985,0.23024367250847544,21.158225400699624,0.4713961264411597,991.9444200728036,107.0,2.9936034115138592,-0.6065423295553691,0.042643923240938165,0.24093816631130063
138,295490,0,0,0.15827338129496402,248324,0.23196936058997208,29.892765049655523,0.42165772557958014,6992.324509904443,294.0,2.9987174005985464,-1.3180304443844,0.09918768704574604,0.12526720820863618
139,295953,0,0,0.15714285714285714,248787,0.2336910245507704,21.424630036806093,0.25773085038456567,991.4450238774506,106.4,2.9935205183585314,-1.0389227548919813,0.07127429805615551,0.13606911447084233
140,298183,0,0,0.15602836879432624,251017,0.23540867412991962,31.355999066001676,0.3990827930938749,6992.793144685897,283.1,2.9974011320219307,0.0,0.18161434977578475,0.1515695067264574
141,300576,0,0,0.15492957746478872,253410,0.23712231904205439,29.227082397088893,0.20980374070242855,6994.022814161894,299.4,2.9986362044080255,0.0,0.0710405348934392,0.13246970330129546
142,302872,0,0,0.15384615384615385,255706,0.23883196897745795,30.454629140651317,0.4481389875154936,6992.211574325525,289.7,2.998630297539129,0.0,0.2617595818815331,0.1563588850174216
143,305132,0,0,0.1527777777777778,257966,0.24053763360212543,30.948486011355396,0.5189515998106966,6994.859477240223,286.1,2.998361770210872,0.0,0.1495575221238938,0.15309734513274337
144,307514,0,0,0.15172413793103448,260348,0.24223932255782665,29.355880736150294,0.5684148876755737,6992.834820785893,298.3,2.998664095942674,0.0,0.16750629722921914,0.1309823677581864
145,309830,0,0,0.1506849315068493,262664,0.24393704546216888,30.200533344179977,0.5616974337901479,6994.330841451041,291.7,2.997858559627502,0.0,0.07210708117443869,0.17487046632124353
146,312020,0,0,0.14965986394557823,264854,0.24563081190865965,31.92675343121914,0.5333501864416681,6992.6345227130405,279.1,2.9986301369863013,-1.2769861483499754,0.19954337899543378,0.1182648401826484
147,314460,0,0,0.14864864864864866,267294,0.24732063146676897,28.66643466116572,0.33701892887998897,6994.863398732234,304.1,2.9987704918032785,-0.41299656649278194,0.3233606557377049,0.11352459016393443
148,316747,0,0,0.1476510067114094,269581,0.24900651368199178,30.575268520220487,0.601381868997692,6992.558777276254,288.8,2.9986882378662,-1.8272520371464425,0.11587232181897683,0.09707039790118059
149,317435,0,0,0.14666666666666667,270269,0.25068846807590994,28.943418553658685,0.7192199300314925,1991.6126250778962,128.9,2.991627126331609,0.0,0.06831395348837209,0.16279069767441862
